EmployeeID,Name,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,DistanceFromHome,BusinessTravel,MonthlyIncome,Currency,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,TrainingTimesLastYear,RecruitmentSource,RemoteWorkType,ProjectsHandled,AbsenteeismDays,YearsSinceLastPromotion,NumPromotions,ManagerRating,Certifications,TeamSize,Attrition
1245,Neha Wilson,47,Female,Married,IT,Software Engineer,Bachelor's,Technical Degree,11,8,0,15,Travel_Rarely,107926,INR,17,3,4,4,2,No,4,Consultancy,On-site,8,6,4,3,Excellent,2,6,No
1246,Tom Johnson,39,Male,Married,Sales,Sales Executive,PhD,Other,1,0,2,24,Travel_Rarely,27437,INR,17,3,2,4,4,No,4,Referral,On-site,4,7,0,0,Good,2,11,No
1247,Kevin Rodriguez,29,Male,Divorced,Sales,Sales Executive,Bachelor's,Other,2,1,3,19,Travel_Rarely,24036,INR,12,3,4,4,4,No,3,Referral,On-site,5,9,2,1,Excellent,4,4,No
1248,Kevin Anderson,28,Male,Divorced,Sales,Sales Representative,Master's,Life Sciences,2,1,0,24,Travel_Frequently,20790,INR,12,3,3,3,3,No,4,Job Portal,Remote,5,9,0,0,Average,2,13,No
1249,John Kim,47,Male,Married,Research & Development,Manufacturing Director,Bachelor's,Other,3,2,2,2,Non-Travel,191866,INR,20,3,3,4,3,Yes,1,Walk-in,Remote,4,5,0,2,Good,0,3,No
1250,Ravi Khan,20,Male,Single,Sales,Sales Manager,Bachelor's,Marketing,2,1,1,17,Travel_Rarely,73010,INR,24,4,4,4,3,No,1,Walk-in,Hybrid,2,3,0,1,Good,0,6,No
1251,Sofia Khan,20,Male,Single,Research & Development,R&D Manager,Bachelor's,Technical Degree,1,0,2,25,Travel_Rarely,107371,INR,24,4,4,1,4,Yes,5,Consultancy,On-site,3,1,1,0,Good,1,19,No
1252,Olga Sharma,24,Male,Married,IT,Software Engineer,Bachelor's,Technical Degree,4,3,0,17,Travel_Rarely,62543,INR,12,3,3,3,3,Yes,4,LinkedIn,Remote,5,12,1,1,Average,0,23,No
1253,Wei Brown,36,Female,Married,Sales,Sales Manager,High School,Medical,0,0,1,12,Travel_Rarely,57853,INR,15,3,2,4,4,No,5,Walk-in,On-site,4,3,0,0,Good,2,15,No
1254,Maria Davis,26,Female,Married,IT,System Administrator,Master's,Technical Degree,6,4,1,26,Travel_Frequently,46153,INR,18,3,3,4,4,No,0,Job Portal,Hybrid,6,5,0,3,Good,1,21,No
1255,Raj Singh,53,Female,Single,Sales,Sales Manager,High School,Other,10,4,1,26,Travel_Rarely,100150,INR,11,3,3,4,3,Yes,1,Referral,On-site,9,2,2,4,Excellent,2,4,No
1256,Chen Brown,45,Male,Married,Research & Development,Laboratory Technician,High School,Human Resources,13,4,0,27,Travel_Rarely,26239,INR,19,4,4,3,4,No,2,Referral,Hybrid,10,7,0,4,Excellent,3,17,No
1257,Mary Lee,21,Male,Married,Finance,Accountant,Bachelor's,Human Resources,3,2,1,4,Travel_Frequently,26849,INR,22,3,2,4,3,Yes,3,LinkedIn,On-site,5,4,0,1,Average,5,18,No
1258,Mary Ali,31,Male,Single,Research & Development,Research Scientist,Bachelor's,Technical Degree,3,2,1,27,Travel_Rarely,50062,INR,13,4,4,2,3,No,2,Referral,On-site,3,7,1,1,Average,3,10,No
1259,Mary Patel,33,Male,Single,Finance,Financial Analyst,Bachelor's,Life Sciences,0,0,3,4,Travel_Rarely,30011,INR,20,3,3,4,4,No,2,Campus Hiring,Hybrid,4,3,0,1,Excellent,1,14,No
1260,Carlos Davis,47,Male,Married,Human Resources,HR Manager,Bachelor's,Technical Degree,7,3,3,18,Travel_Rarely,96772,INR,11,3,2,3,3,No,5,Job Portal,Remote,6,3,0,2,Needs Improvement,2,14,No
1261,Aisha Singh,44,Male,Married,Sales,Sales Representative,Bachelor's,Other,0,0,6,12,Travel_Rarely,16471,INR,17,3,3,4,4,No,5,Job Portal,On-site,4,6,0,0,Average,1,23,No
1262,Neha Rodriguez,24,Female,Married,Research & Development,Laboratory Technician,High School,Medical,2,1,1,20,Travel_Rarely,15536,INR,22,3,2,3,3,Yes,3,Campus Hiring,Hybrid,4,4,1,0,Good,2,16,No
1263,Anjali Davis,36,Male,Divorced,Research & Development,R&D Manager,Bachelor's,Human Resources,6,4,1,10,Travel_Rarely,151148,INR,24,3,2,4,4,No,0,Job Portal,On-site,6,1,0,2,Good,3,12,No
1264,John Garcia,44,Male,Single,Finance,Finance Manager,Bachelor's,Technical Degree,1,0,1,4,Non-Travel,82196,INR,20,3,3,4,2,Yes,5,Job Portal,Hybrid,3,4,0,0,Average,1,13,Yes
1265,David Anderson,46,Male,Married,Marketing,Marketing Executive,High School,Life Sciences,2,1,2,10,Travel_Rarely,22893,INR,11,3,4,2,3,No,0,Campus Hiring,On-site,5,6,2,1,Average,2,11,No
1266,Sara Wilson,30,Male,Married,Research & Development,Laboratory Technician,PhD,Life Sciences,4,2,5,21,Travel_Rarely,21706,INR,18,3,4,3,4,No,0,Campus Hiring,Hybrid,6,2,0,2,Needs Improvement,2,16,No
1267,Aisha Singh,24,Male,Divorced,Sales,Sales Executive,Master's,Marketing,0,0,5,19,Travel_Frequently,25475,INR,18,3,2,3,1,No,1,LinkedIn,Hybrid,2,10,0,0,Needs Improvement,0,21,Yes
1268,Carlos Ali,40,Female,Married,Marketing,Marketing Manager,Bachelor's,Technical Degree,5,3,2,2,Travel_Frequently,94789,INR,23,3,4,4,4,Yes,4,LinkedIn,Remote,7,8,0,1,Good,1,12,No
1269,John Clark,39,Male,Married,Sales,Sales Representative,Bachelor's,Technical Degree,5,2,2,29,Travel_Frequently,20429,INR,18,3,3,4,4,No,5,LinkedIn,On-site,4,2,0,2,Average,1,16,No
1270,Maria Kim,35,Female,Married,Research & Development,Research Scientist,PhD,Other,4,2,3,27,Travel_Rarely,61781,INR,16,4,4,3,3,Yes,4,Referral,On-site,4,4,2,1,Good,0,4,No
1271,Carlos Nair,20,Female,Married,Research & Development,Manufacturing Director,Master's,Marketing,1,0,6,17,Travel_Rarely,173681,INR,11,3,3,1,2,No,4,Referral,Hybrid,5,4,1,1,Excellent,1,18,No
1272,Ravi Lee,55,Male,Married,Research & Development,Research Scientist,Bachelor's,Technical Degree,4,3,1,14,Travel_Rarely,55303,INR,21,3,3,3,2,No,1,Walk-in,On-site,6,5,1,1,Average,2,17,No
1273,Tom Nair,32,Female,Married,Research & Development,Laboratory Technician,High School,Human Resources,3,1,2,23,Travel_Rarely,16632,INR,17,3,3,4,4,No,3,Consultancy,Hybrid,4,7,3,1,Good,1,22,No
1274,Tom Ali,32,Female,Divorced,Research & Development,R&D Manager,Master's,Medical,2,1,5,26,Non-Travel,122527,INR,13,3,3,2,2,No,1,LinkedIn,On-site,4,3,0,1,Good,3,17,No
1275,Yusuf Singh,37,Female,Married,Sales,Sales Manager,Bachelor's,Other,3,2,1,19,Travel_Frequently,76067,INR,22,3,3,3,3,No,4,Job Portal,Hybrid,4,2,1,1,Average,2,5,No
1276,Chen Martin,49,Female,Single,IT,Data Analyst,Bachelor's,Marketing,0,0,5,4,Travel_Rarely,30049,INR,24,3,4,3,4,No,3,LinkedIn,On-site,7,6,0,0,Good,0,10,No
1277,Ahmed Davis,32,Female,Married,Research & Development,Research Scientist,Bachelor's,Other,7,3,1,9,Travel_Rarely,67073,INR,19,3,3,4,3,No,1,Referral,On-site,5,2,2,2,Good,3,8,No
1278,Lucy Garcia,37,Male,Divorced,Sales,Sales Representative,High School,Marketing,7,6,1,15,Travel_Rarely,22478,INR,22,3,1,1,1,Yes,1,Consultancy,On-site,6,6,0,3,Good,0,7,Yes
1279,Lucy Kumar,25,Male,Single,Sales,Sales Manager,Bachelor's,Medical,2,0,3,8,Travel_Rarely,70123,INR,16,3,4,3,4,Yes,5,Campus Hiring,On-site,9,7,0,0,Average,1,15,No
1280,Mary Ali,32,Female,Single,Human Resources,HR Executive,Master's,Other,14,13,0,5,Travel_Rarely,42463,INR,19,3,4,3,3,Yes,5,Walk-in,On-site,12,7,0,4,Good,2,15,No
1281,Grace Davis,42,Female,Married,Research & Development,Laboratory Technician,Master's,Medical,1,0,1,1,Travel_Rarely,17708,INR,20,4,3,4,4,No,1,Referral,On-site,4,6,1,0,Needs Improvement,6,18,No
1282,Robert Anderson,29,Male,Single,Research & Development,Laboratory Technician,Bachelor's,Human Resources,3,2,1,4,Travel_Rarely,18565,INR,22,3,3,4,4,No,2,Referral,Hybrid,6,8,3,2,Average,0,17,No
1283,Kevin Khan,44,Male,Single,Finance,Accountant,Bachelor's,Marketing,4,3,3,9,Travel_Rarely,28245,INR,14,3,3,3,2,No,3,Job Portal,Hybrid,5,2,0,1,Good,4,18,No
1284,Grace Kim,28,Male,Married,Research & Development,Research Scientist,Master's,Life Sciences,1,0,2,24,Travel_Rarely,49789,INR,20,3,4,3,4,No,3,Job Portal,Hybrid,3,5,0,1,Needs Improvement,2,24,No
1285,Neha Johnson,34,Female,Married,IT,IT Support,Bachelor's,Technical Degree,2,1,2,18,Travel_Frequently,21822,INR,24,3,4,3,3,Yes,5,LinkedIn,On-site,6,8,0,1,Average,2,17,No
1286,Sofia Ali,56,Male,Married,IT,IT Support,Bachelor's,Marketing,13,11,1,14,Travel_Rarely,33844,INR,14,3,3,1,2,Yes,5,Consultancy,On-site,8,6,2,5,Excellent,1,24,No
1287,Raj Johnson,40,Female,Single,IT,Software Engineer,Bachelor's,Marketing,2,1,1,8,Travel_Rarely,48840,INR,19,3,3,3,1,Yes,4,LinkedIn,Hybrid,3,6,0,1,Excellent,0,4,No
1288,Wei Smith,41,Female,Married,Research & Development,Research Scientist,Master's,Technical Degree,12,8,2,22,Travel_Frequently,95444,INR,23,3,3,2,3,No,5,Campus Hiring,On-site,12,2,2,5,Average,2,9,No
1289,Ravi Khan,30,Male,Married,Marketing,Marketing Executive,Master's,Human Resources,12,9,2,13,Travel_Frequently,41578,INR,17,4,3,3,4,No,0,LinkedIn,Hybrid,10,2,8,4,Average,0,10,No
1290,Emma Sharma,39,Male,Divorced,Research & Development,R&D Manager,Bachelor's,Human Resources,1,0,2,18,Travel_Rarely,111048,INR,20,3,4,1,3,Yes,5,Job Portal,Remote,9,5,1,1,Excellent,1,3,No
1291,Lucy Wilson,49,Male,Single,Research & Development,Manufacturing Director,Bachelor's,Marketing,9,5,1,3,Travel_Rarely,257413,INR,19,3,2,2,2,No,1,Job Portal,Hybrid,9,10,5,4,Good,2,8,No
1292,Aisha Davis,39,Female,Single,Research & Development,Laboratory Technician,Bachelor's,Medical,0,0,3,16,Travel_Rarely,15126,INR,14,3,3,3,4,No,0,Job Portal,On-site,0,12,0,0,Average,1,3,No
1293,James Martin,52,Male,Married,Sales,Sales Representative,Master's,Human Resources,2,0,2,17,Non-Travel,18960,INR,20,3,3,2,2,No,3,Consultancy,Hybrid,5,8,0,1,Excellent,1,17,No
1294,Sara Kumar,31,Female,Married,Sales,Sales Executive,Bachelor's,Life Sciences,3,1,2,24,Travel_Rarely,26032,INR,23,3,3,3,3,Yes,4,Referral,Remote,7,12,1,1,Good,2,20,No
1295,Sara Gupta,21,Female,Married,Research & Development,Laboratory Technician,Bachelor's,Marketing,2,1,4,4,Non-Travel,17031,INR,23,3,2,2,4,No,4,Job Portal,Remote,5,8,1,0,Excellent,0,24,No
1296,Lucy Khan,29,Male,Married,Sales,Sales Executive,Bachelor's,Marketing,2,0,1,14,Travel_Rarely,24738,INR,12,3,3,2,3,No,0,LinkedIn,On-site,5,5,0,0,Average,4,22,No
1297,Sofia Sharma,37,Male,Married,IT,Data Analyst,Master's,Marketing,17,11,4,15,Travel_Rarely,106056,INR,11,3,3,4,3,No,5,Campus Hiring,On-site,14,5,2,5,Good,0,19,No
1298,James Smith,41,Female,Divorced,Marketing,Marketing Manager,High School,Medical,14,8,4,6,Travel_Rarely,120875,INR,22,4,3,3,4,No,1,Campus Hiring,On-site,10,8,0,4,Needs Improvement,1,15,No
1299,James Davis,46,Male,Married,Research & Development,R&D Manager,Bachelor's,Human Resources,4,1,3,1,Travel_Rarely,132420,INR,14,3,4,4,3,Yes,2,Campus Hiring,Remote,5,3,0,2,Good,0,16,No
1300,Amit Rodriguez,36,Male,Married,Research & Development,Laboratory Technician,High School,Other,10,8,2,26,Travel_Rarely,23521,INR,24,3,4,3,3,No,0,LinkedIn,Remote,11,8,2,4,Average,1,5,No
1301,Grace Lee,32,Male,Single,Marketing,Content Strategist,Bachelor's,Marketing,1,0,2,7,Travel_Rarely,30828,INR,18,3,3,4,3,No,0,Referral,On-site,3,13,1,1,Good,0,13,No
1302,Robert Gupta,39,Male,Married,IT,Software Engineer,High School,Medical,5,2,1,2,Travel_Rarely,63790,INR,23,3,2,4,3,No,1,Referral,On-site,5,9,2,2,Good,0,21,No
1303,Chen Kim,44,Male,Married,IT,Data Analyst,Bachelor's,Human Resources,9,7,4,7,Non-Travel,69407,INR,14,3,2,1,4,No,3,Consultancy,On-site,10,6,1,3,Needs Improvement,1,20,No
1304,Tom Gupta,46,Male,Married,Human Resources,HR Executive,Bachelor's,Technical Degree,4,2,0,28,Travel_Frequently,25183,INR,21,4,1,3,3,No,3,Referral,Hybrid,6,1,4,1,Good,2,3,No
1305,Ravi Kim,57,Female,Married,Research & Development,Manufacturing Director,Bachelor's,Other,2,1,5,1,Travel_Rarely,166806,INR,19,3,1,2,3,Yes,0,Referral,Hybrid,6,8,0,1,Excellent,1,13,Yes
1306,Wei Smith,44,Male,Single,Human Resources,HR Executive,Bachelor's,Other,6,1,2,13,Travel_Rarely,25779,INR,23,3,4,4,2,No,4,LinkedIn,Hybrid,10,7,1,3,Good,0,11,No
1307,Ben Singh,32,Female,Single,Finance,Accountant,Master's,Marketing,2,0,4,2,Travel_Frequently,27406,INR,12,3,1,3,3,No,3,Referral,Hybrid,2,7,0,1,Needs Improvement,2,7,No
1308,Priya Ali,60,Male,Single,IT,Software Engineer,Bachelor's,Medical,4,3,1,5,Travel_Frequently,64443,INR,23,3,3,4,3,No,2,Job Portal,On-site,5,4,0,1,Good,0,12,No
1309,Sara Garcia,51,Male,Single,Sales,Sales Executive,PhD,Other,5,3,2,9,Travel_Rarely,35327,INR,12,3,3,4,2,No,2,Job Portal,Hybrid,4,6,1,1,Average,2,16,No
1310,Neha Ali,41,Male,Divorced,IT,Data Analyst,PhD,Human Resources,10,4,3,28,Travel_Rarely,83817,INR,21,4,2,3,3,No,5,Campus Hiring,On-site,9,8,2,4,Needs Improvement,1,5,No
1311,John Martin,31,Male,Divorced,IT,Data Analyst,Master's,Human Resources,0,0,4,19,Travel_Rarely,32898,INR,15,3,4,1,3,No,0,Job Portal,Hybrid,6,8,0,0,Average,0,16,No
1312,Yusuf Gupta,37,Female,Divorced,IT,Software Engineer,Master's,Technical Degree,6,4,2,1,Travel_Rarely,87692,INR,23,3,3,1,1,Yes,2,Job Portal,Hybrid,6,2,2,3,Excellent,1,24,Yes
1313,Grace Nair,37,Female,Single,Research & Development,Manufacturing Director,Master's,Human Resources,19,6,3,8,Travel_Rarely,349215,INR,18,4,4,4,3,No,4,Job Portal,On-site,13,9,4,5,Good,0,4,No
1314,Aisha Kumar,58,Male,Single,Sales,Sales Manager,Bachelor's,Technical Degree,0,0,1,7,Travel_Rarely,57557,INR,12,3,4,3,2,No,3,LinkedIn,Remote,5,4,0,1,Good,3,8,No
1315,Fatima Garcia,37,Female,Single,Research & Development,Laboratory Technician,Bachelor's,Life Sciences,5,1,3,16,Travel_Rarely,20663,INR,17,3,3,3,3,No,5,Consultancy,Hybrid,4,2,2,2,Average,0,22,No
1316,Nia Johnson,34,Female,Single,Sales,Sales Manager,Bachelor's,Technical Degree,3,1,0,9,Travel_Frequently,77766,INR,23,3,4,2,4,Yes,0,Job Portal,On-site,7,14,0,2,Good,2,14,No
1317,Neha Kumar,42,Male,Divorced,Marketing,Marketing Executive,Bachelor's,Technical Degree,0,0,3,2,Travel_Rarely,20899,INR,15,3,2,4,2,No,0,Referral,On-site,5,6,0,0,Average,2,18,No
1318,Nia Singh,30,Male,Married,Finance,Financial Analyst,Bachelor's,Technical Degree,9,7,2,26,Travel_Rarely,57938,INR,13,3,3,4,3,No,4,Job Portal,Hybrid,7,3,0,4,Good,3,3,No
1319,Grace Lee,41,Female,Single,Sales,Sales Executive,High School,Other,4,3,2,22,Travel_Rarely,27767,INR,18,4,3,3,3,Yes,0,Referral,Hybrid,8,6,0,1,Average,2,12,No
1320,Yusuf Johnson,41,Female,Married,Marketing,Marketing Manager,Bachelor's,Marketing,7,3,0,26,Travel_Rarely,103702,INR,11,3,4,3,1,No,0,Walk-in,Hybrid,7,1,4,2,Good,2,20,No
1321,Maria Nair,20,Female,Married,Finance,Financial Analyst,Bachelor's,Human Resources,2,0,0,6,Travel_Rarely,34184,INR,20,3,4,3,2,No,2,Consultancy,On-site,7,7,1,0,Average,3,4,No
1322,Lucy Brown,43,Male,Married,Human Resources,HR Executive,Bachelor's,Medical,0,0,1,29,Travel_Frequently,21000,INR,17,3,3,4,4,No,5,Job Portal,Remote,3,2,0,0,Average,5,16,No
1323,Ahmed Martin,25,Female,Single,Research & Development,R&D Manager,Bachelor's,Medical,0,0,1,2,Travel_Rarely,105479,INR,12,3,1,3,2,Yes,5,LinkedIn,On-site,4,6,0,0,Good,1,14,Yes
1324,Kevin Kumar,33,Female,Married,IT,Data Analyst,Bachelor's,Technical Degree,5,4,1,9,Travel_Rarely,51384,INR,17,3,4,4,4,No,3,Campus Hiring,Hybrid,8,4,5,2,Good,2,18,No
1325,Sofia Wilson,44,Female,Divorced,IT,System Administrator,Bachelor's,Other,2,1,4,7,Non-Travel,29307,INR,23,3,3,2,4,Yes,1,Consultancy,Hybrid,4,5,1,1,Good,4,20,No
1326,Priya Brown,40,Male,Married,Sales,Sales Executive,Master's,Marketing,1,0,2,26,Travel_Rarely,27437,INR,18,3,4,3,3,No,4,LinkedIn,Hybrid,0,4,1,1,Excellent,4,4,No
1327,Nia Ali,42,Male,Married,Research & Development,Manufacturing Director,Master's,Other,4,2,2,24,Non-Travel,215639,INR,18,3,3,4,4,No,4,Campus Hiring,On-site,9,12,1,1,Average,1,18,No
1328,Ravi Rodriguez,40,Male,Single,Finance,Accountant,High School,Marketing,3,2,1,4,Travel_Frequently,24891,INR,18,4,4,3,3,Yes,2,Referral,Hybrid,3,5,3,2,Good,0,24,No
1329,Chen Garcia,45,Female,Divorced,Sales,Sales Executive,Bachelor's,Life Sciences,8,4,1,26,Travel_Rarely,36255,INR,23,3,4,4,2,No,1,Consultancy,On-site,7,7,2,3,Good,1,18,No
1330,Tom Khan,46,Male,Married,IT,IT Support,PhD,Life Sciences,4,3,1,10,Travel_Rarely,28543,INR,12,3,4,4,2,Yes,5,LinkedIn,On-site,10,8,0,2,Average,2,15,No
1331,Mary Khan,29,Male,Divorced,Human Resources,HR Manager,Master's,Marketing,2,0,1,27,Travel_Rarely,79956,INR,14,4,2,4,3,Yes,5,LinkedIn,On-site,5,2,2,1,Good,1,7,No
1332,Chen Patel,45,Male,Married,Research & Development,Laboratory Technician,Bachelor's,Technical Degree,0,0,1,27,Travel_Rarely,14310,INR,24,3,2,3,3,Yes,1,Campus Hiring,Remote,6,7,0,1,Good,1,3,Yes
1333,Chen Kim,30,Male,Single,Research & Development,Research Scientist,Bachelor's,Other,7,6,1,8,Travel_Rarely,68404,INR,15,3,4,3,3,No,2,Referral,On-site,4,4,1,3,Needs Improvement,5,11,No
1334,Tom Anderson,34,Female,Married,Research & Development,Research Scientist,PhD,Other,14,5,1,24,Travel_Rarely,106266,INR,20,3,1,4,3,Yes,2,Referral,On-site,10,7,0,4,Good,2,19,No
1335,Fatima Khan,34,Female,Married,Research & Development,Manufacturing Director,Bachelor's,Marketing,0,0,0,1,Travel_Rarely,145546,INR,13,3,3,1,2,Yes,1,Campus Hiring,On-site,8,5,0,0,Average,4,22,Yes
1336,James Nair,32,Female,Single,Sales,Sales Executive,Bachelor's,Human Resources,1,0,4,6,Travel_Rarely,23378,INR,22,3,4,4,2,No,5,LinkedIn,Hybrid,5,8,1,0,Average,2,20,No
1337,Robert Smith,32,Male,Married,Marketing,Marketing Manager,Bachelor's,Marketing,1,0,2,2,Non-Travel,72000,INR,21,3,3,2,3,No,4,Referral,On-site,4,2,0,1,Average,2,20,No
1338,Nia Kumar,27,Female,Married,Research & Development,Research Scientist,Bachelor's,Other,9,4,2,22,Travel_Rarely,74462,INR,24,4,3,1,4,Yes,4,Job Portal,Remote,11,8,2,4,Good,1,12,No
1339,Lucy Anderson,35,Male,Single,Human Resources,HR Executive,Bachelor's,Other,7,2,1,17,Travel_Rarely,29238,INR,20,3,4,1,3,Yes,3,Campus Hiring,On-site,5,7,3,3,Average,0,16,No
1340,Yusuf Nair,52,Female,Married,Marketing,Marketing Manager,Bachelor's,Other,3,2,3,20,Travel_Rarely,80855,INR,18,3,4,4,3,No,5,LinkedIn,On-site,6,5,3,2,Needs Improvement,2,8,No
1341,James Rodriguez,32,Male,Single,Marketing,Content Strategist,Bachelor's,Other,14,7,4,12,Travel_Rarely,56450,INR,16,3,3,3,1,No,2,LinkedIn,Remote,14,9,0,5,Average,3,18,No
1342,Aisha Rodriguez,26,Female,Married,Finance,Finance Manager,Bachelor's,Medical,1,0,5,20,Travel_Rarely,82469,INR,18,3,4,4,2,No,5,Campus Hiring,On-site,2,5,0,0,Good,5,21,No
1343,Linda Anderson,36,Female,Single,Marketing,Marketing Executive,High School,Marketing,0,0,5,17,Travel_Frequently,20211,INR,21,3,1,4,4,Yes,4,LinkedIn,Hybrid,7,4,0,1,Average,0,22,Yes
1344,Aisha Brown,34,Female,Married,Marketing,Marketing Manager,Master's,Technical Degree,5,4,2,20,Travel_Frequently,103357,INR,17,3,4,4,3,No,5,LinkedIn,On-site,3,7,0,1,Average,1,24,No
1345,Robert Gupta,30,Male,Married,Marketing,Marketing Executive,Master's,Medical,4,3,2,16,Travel_Rarely,30080,INR,24,3,3,3,2,No,3,LinkedIn,On-site,3,5,0,1,Good,1,18,No
1346,Neha Garcia,49,Male,Married,Research & Development,Research Scientist,Master's,Medical,10,3,1,18,Travel_Rarely,79385,INR,13,3,2,4,1,Yes,4,Referral,Hybrid,6,6,0,4,Average,1,7,Yes
1347,Ahmed Martin,30,Male,Married,Finance,Financial Analyst,Master's,Human Resources,11,4,2,21,Travel_Frequently,73399,INR,18,3,4,4,2,Yes,1,Job Portal,On-site,8,3,1,4,Average,0,6,No
1348,Ahmed Kim,37,Male,Married,IT,System Administrator,Master's,Human Resources,13,9,2,22,Travel_Frequently,62082,INR,14,3,3,1,2,Yes,2,Campus Hiring,Hybrid,8,3,0,5,Average,2,9,No
1349,Amit Singh,36,Male,Married,Sales,Sales Executive,High School,Life Sciences,0,0,4,25,Travel_Rarely,21903,INR,12,3,4,3,1,Yes,0,Campus Hiring,On-site,4,2,0,0,Good,3,6,Yes
1350,James Ali,34,Female,Married,Sales,Sales Representative,Master's,Medical,11,6,1,5,Non-Travel,29195,INR,15,3,1,2,3,No,4,LinkedIn,Remote,13,5,1,3,Good,5,11,No
1351,Neha Brown,44,Female,Single,Human Resources,HR Manager,Bachelor's,Medical,0,0,1,15,Travel_Rarely,59757,INR,13,3,3,4,1,No,5,Campus Hiring,On-site,2,12,0,0,Average,2,12,No
1352,Mary Martin,59,Female,Single,Research & Development,Laboratory Technician,Bachelor's,Human Resources,4,2,1,26,Travel_Rarely,18178,INR,15,3,2,3,2,No,1,Referral,On-site,8,6,0,2,Average,1,21,No
1353,Linda Kim,48,Male,Divorced,IT,System Administrator,Master's,Human Resources,7,4,2,17,Travel_Frequently,46591,INR,12,3,4,4,4,No,2,LinkedIn,Remote,8,6,0,2,Average,1,24,No
1354,Nia Sharma,47,Male,Married,Research & Development,Manufacturing Director,Bachelor's,Other,0,0,4,13,Travel_Rarely,148675,INR,13,3,4,3,1,No,0,Job Portal,Remote,1,4,0,1,Good,1,17,No
1355,Ahmed Anderson,49,Female,Married,Marketing,Marketing Executive,Master's,Medical,2,1,1,22,Non-Travel,27751,INR,21,3,4,2,3,Yes,4,Campus Hiring,Remote,3,3,2,1,Average,4,12,No
1356,Wei Singh,24,Female,Single,Marketing,Marketing Manager,High School,Life Sciences,4,2,3,5,Non-Travel,81015,INR,20,3,1,3,1,No,0,Consultancy,On-site,5,8,4,2,Needs Improvement,2,10,Yes
1357,Ahmed Garcia,29,Female,Married,Research & Development,Research Scientist,High School,Marketing,4,2,2,21,Travel_Rarely,52070,INR,13,3,3,4,4,No,4,Campus Hiring,Remote,3,6,0,1,Excellent,1,6,No
1358,Anjali Wilson,39,Male,Married,Sales,Sales Executive,Bachelor's,Life Sciences,2,1,2,2,Travel_Rarely,25663,INR,23,4,4,2,3,No,2,Walk-in,On-site,3,10,2,1,Good,2,17,No
1359,Nia Ali,44,Male,Married,IT,Data Analyst,Bachelor's,Marketing,4,2,1,24,Travel_Rarely,48063,INR,18,3,1,4,4,No,3,Walk-in,Hybrid,14,4,0,1,Average,1,24,No
1360,Aisha Khan,57,Female,Divorced,Research & Development,Manufacturing Director,Bachelor's,Human Resources,0,0,1,12,Travel_Rarely,150225,INR,11,3,2,4,3,No,5,Job Portal,Hybrid,9,5,0,0,Good,1,21,No
1361,Carlos Khan,20,Male,Married,Research & Development,Manufacturing Director,High School,Human Resources,2,1,2,25,Travel_Frequently,164119,INR,13,3,4,3,4,No,4,Campus Hiring,On-site,4,2,2,1,Average,2,15,No
1362,Olga Sharma,35,Male,Divorced,Sales,Sales Manager,Bachelor's,Other,3,1,2,2,Travel_Rarely,71392,INR,21,3,4,3,2,No,5,LinkedIn,On-site,1,8,2,1,Good,0,21,No
1363,Tom Singh,50,Male,Single,Human Resources,HR Manager,Bachelor's,Medical,0,0,3,9,Travel_Frequently,58347,INR,16,3,4,3,3,Yes,1,Walk-in,Remote,3,8,0,0,Good,1,4,No
1364,Robert Khan,39,Male,Single,Marketing,Marketing Executive,High School,Human Resources,2,0,2,22,Travel_Rarely,22110,INR,18,3,4,1,4,No,3,LinkedIn,Hybrid,2,5,1,0,Good,1,12,No
1365,Anjali Davis,40,Female,Married,Research & Development,R&D Manager,Bachelor's,Life Sciences,0,0,0,5,Travel_Rarely,96461,INR,13,3,2,4,4,No,2,LinkedIn,Hybrid,8,8,0,1,Needs Improvement,4,4,No
1366,Yusuf Garcia,20,Female,Married,Sales,Sales Executive,Bachelor's,Human Resources,2,1,2,13,Travel_Frequently,25729,INR,15,3,3,3,3,No,1,Job Portal,Remote,8,3,0,0,Average,1,3,No
1367,Chen Lee,22,Male,Married,Sales,Sales Representative,Bachelor's,Marketing,2,1,2,26,Travel_Frequently,17183,INR,21,3,4,3,4,Yes,3,Walk-in,Hybrid,11,5,0,1,Good,2,11,No
1368,Kevin Patel,30,Male,Married,IT,Software Engineer,High School,Medical,4,3,3,8,Non-Travel,57770,INR,19,4,4,2,3,Yes,5,Consultancy,On-site,5,6,0,2,Good,0,15,No
1369,Nia Sharma,47,Female,Married,Marketing,Marketing Manager,Master's,Human Resources,5,3,1,24,Travel_Frequently,108282,INR,14,3,4,3,4,No,4,Walk-in,Remote,3,8,5,2,Average,1,13,No
1370,Tom Clark,41,Male,Married,Research & Development,R&D Manager,Bachelor's,Other,1,0,3,6,Travel_Rarely,107803,INR,16,3,4,1,2,No,5,Job Portal,Hybrid,3,3,1,0,Good,0,9,No
1371,Raj Singh,29,Male,Single,Sales,Sales Manager,Bachelor's,Human Resources,3,2,4,18,Travel_Frequently,70314,INR,15,3,4,2,2,No,2,Walk-in,On-site,5,5,3,1,Needs Improvement,2,19,No
